anger,contempt,disgust,fear,happy,neutral,sad,surprise,face_ratio,eye_distance,nose_to_mouth_distance,nose_to_chin_distance,inner_eye_corner_distance,outer_eye_corner_distance,mouth_corner_distance,left_eyebrow_eye_distance,right_eyebrow_eye_distance,left_eyebrow_tilt,right_eyebrow_tilt,smile_intensity,eye_symmetry,mouth_symmetry,eye_nose_symmetry,mouth_nose_symmetry,triangle_area,eye_mouth_quadrilateral_area,jawline_curvature,upper_lip_curvature,lower_lip_curvature,eye_to_nose_ratio,eye_to_face_width_ratio,mouth_to_face_width_ratio,nose_to_face_height_ratio,nose_eye_angle,jawline_angle,mouth_aspect_ratio,mean_distance,variance_distance,house
0.10115197,0.43349963,0.14386246,0.051981024,0.05964282,0.013698677,0.10518308,0.090980366,1.411764705882353,0.23809523809523808,0.08035714285714286,0.375,0.17857142857142858,0.17857142857142858,0.44642857142857145,0.08928571428571429,0.08333333333333333,162.8972710309476,165.96375653207355,0.7489583747859229,0.0,0.011904761904761904,0.0,0.005952380952380959,2900.0,5438.0,347.04640961225476,75.88579278608367,49.939214177951385,0.7142857142857143,0.001417233560090703,0.0026573129251700684,0.0031512605042016808,81.52721040188233,108.69145033573427,75.00000000000001,0.369047619047619,0.04544595616024188,gryffindor
0.22369507,0.17022452,0.13288824,0.13487917,0.011050104,0.024320846,0.17811526,0.124826774,1.2071005917159763,0.25980392156862747,0.14950980392156862,0.5,0.16666666666666666,0.16666666666666666,0.39215686274509803,0.08823529411764706,0.08333333333333333,153.7627659804547,157.0337169397303,7.5694547973438056,0.0,0.004901960784313725,0.024509803921568624,0.009803921568627472,3872.0,8833.0,432.1854681529554,83.58677427176947,56.792205606242916,0.791044776119403,0.0012735486351403307,0.0019223375624759708,0.0029585798816568047,86.73330476900149,112.42701146951408,7.2727272727272725,0.4542483660130719,0.03858024691358025,gryffindor
0.10868477,0.30631953,0.14358005,0.05129108,0.12343569,0.06381223,0.10995807,0.09291855,1.1893939393939394,0.267515923566879,0.13694267515923567,0.49044585987261147,0.17834394904458598,0.17197452229299362,0.4713375796178344,0.10828025477707007,0.09554140127388536,150.2551187030578,161.32329826780992,5.634978732797777,0.006369426751592355,0.006369426751592357,0.06369426751592355,0.05095541401273884,2619.0,6162.5,351.2380970413813,77.05932494683162,49.32519806020426,0.7636363636363637,0.001703923080043815,0.003002150188648627,0.0037154989384288748,83.53018001482683,104.37099475492235,10.571428571428573,0.4522292993630573,0.04316605136110998,gryffindor
0.04727699,0.9005941,0.033960816,0.00025777228,4.4134562e-05,2.3877912e-05,0.017438216,0.00040410718,1.411764705882353,0.2760416666666667,0.1171875,0.3958333333333333,0.17708333333333334,0.17708333333333334,0.4270833333333333,0.08854166666666667,0.09375,167.96088788397776,163.3514749438293,0.6896705958191465,0.0,0.020833333333333332,0.005208333333333343,0.010416666666666657,3690.5,7576.5,392.3393199298494,82.73598696860333,49.680767428672794,0.8833333333333334,0.001437717013888889,0.002224392361111111,0.0029105392156862746,89.52649194126508,113.68768465521453,82.0,0.40277777777777773,0.04615764853395063,gryffindor
0.2123071,0.38834012,0.12744908,0.054516185,0.0036013406,0.010657164,0.13740432,0.065724775,1.1407035175879396,0.22466960352422907,0.14317180616740088,0.5110132158590308,0.16740088105726872,0.16740088105726872,0.3303964757709251,0.11013215859030837,0.10572687224669604,152.72323661688634,151.72601379107695,0.5699225563676068,0.0,0.03524229074889868,0.004405286343612341,0.030837004405286333,5016.5,10614.0,488.52506235281714,79.35399277792024,50.018427517526504,0.6144578313253012,0.000989733936230084,0.0014554910826913002,0.002567905607331813,77.58310387539464,109.10619878046933,75.0,0.4361233480176212,0.04259090350417564,gryffindor
0.100785024,0.043860894,0.059335925,0.33436677,0.035400096,0.07055192,0.11685641,0.23884298,1.3333333333333333,0.24107142857142858,0.13839285714285715,0.4732142857142857,0.14285714285714285,0.1875,0.3125,0.16964285714285715,0.20535714285714285,144.6887865603668,151.26020470831196,0.613565579884262,0.04464285714285715,0.0,0.22321428571428573,0.0267857142857143,768.0,2178.0,214.74286089566357,46.648277135171874,22.071067811865476,0.8709677419354839,0.0021524234693877553,0.0027901785714285715,0.005633503401360544,98.26061643254708,120.00663684421386,35.0,0.4375,0.04352678571428572,gryffindor
0.08220403,0.04873742,0.0765378,0.27369198,0.04465291,0.13253152,0.084880136,0.25676417,1.2333333333333334,0.22972972972972974,0.16216216216216217,0.44594594594594594,0.16216216216216217,0.17567567567567569,0.35135135135135137,0.10810810810810811,0.10810810810810811,144.72757855140165,144.40078004102384,0.0,0.013513513513513514,0.02702702702702703,0.12162162162162163,0.13513513513513514,588.0,1402.0,160.44028493238426,27.650316178877713,16.222125139210444,0.6296296296296297,0.00310445580715851,0.004747991234477721,0.007432432432432432,72.62378490028077,109.55337944691453,0.2,0.42792792792792794,0.03534615696777859,gryffindor
0.105212145,0.23078036,0.10588427,0.17283794,0.03128681,0.011353444,0.10113105,0.24151391,1.4545454545454546,0.25271739130434784,0.09239130434782608,0.3179347826086957,0.18478260869565216,0.1875,0.358695652173913,0.10597826086956522,0.10869565217391304,162.09954339545698,157.86450812189966,0.0,0.002717391304347838,0.002717391304347826,0.024456521739130446,0.010869565217391297,16790.0,29890.5,757.4570652816296,134.11621624956726,85.47200865905766,0.6838235294117648,0.0006867320415879018,0.0009747164461247637,0.001256659219797216,76.42717497576668,109.93737297129336,0.2,0.3659420289855073,0.04738369040117623,gryffindor
0.10479338,0.09634746,0.09408203,0.24440978,0.0017033136,0.0026525464,0.09327182,0.36273962,1.2886178861788617,0.2586750788643533,0.13722397476340695,0.42586750788643535,0.1861198738170347,0.19242902208201892,0.3438485804416404,0.12618296529968454,0.13249211356466878,157.3223157055925,158.8249810096447,0.5893909946282261,0.006309148264984216,0.00946372239747634,0.07570977917981071,0.059936908517350146,11110.0,23416.0,664.9259371337586,115.43692512377082,71.40002017337687,0.7387387387387387,0.0008160097125058465,0.0010846958373553325,0.0017311687312456722,84.68283844275793,107.22945018938289,109.00000000000001,0.42902208201892744,0.04476775235763782,gryffindor
0.07996024,0.008352532,0.052580647,0.35373276,0.00022208042,0.0014742691,0.08341062,0.42026687,0.9887640449438202,0.2727272727272727,0.20454545454545456,0.6477272727272727,0.1590909090909091,0.17045454545454544,0.375,0.17045454545454544,0.18181818181818182,144.40078004102384,144.21102654081668,2.8064183766376587,0.011363636363636354,0.011363636363636364,0.11363636363636363,0.011363636363636354,715.5,2066.5,199.9038147180992,40.4604027285447,21.28080155748379,0.7499999999999999,0.003099173553719008,0.004261363636363636,0.0072778345250255365,87.71898402617889,107.52556837372288,8.25,0.5416666666666666,0.055641643709825515,gryffindor
